metname,inchikey,Canonical_SMILES
2dmmq8,GDUBPWSFXUAETN-AENDIINCSA-N,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCC1=CC(=O)C2=CC=CC=C2C1=O)C)C)C)C)C)C)C)C
5aop,ZGXJTSGNIOSYLO-UHFFFAOYSA-N,C(CC(=O)O)C(=O)CN
dtdprmn,ZOSQFDVXNQFKBY-CGAXJHMRSA-L,CC1C(C(C(C(O1)OP(=O)([O-])OP(=O)([O-])OCC2C(CC(O2)N3C=C(C(=O)NC3=O)C)O)O)O)O
feoxam,SRMBQCVUAVULDJ-UHFFFAOYSA-O,noinchikey_inpubchem
gal_bD,WQZGKKKJIJFFOK-FPRJBGLDSA-N,C(C1C(C(C(C(O1)O)O)O)O)O
fecrm_un,ZZDYFKJSJLUQON-UFYCRDLUSA-N,CC(=O)N(CCCC1C(=O)NCC(=O)NCC(=O)NCC(=O)NC(C(=O)NC(C(=O)N1)CCCN(C(=O)C)O)CCCN(C=O)O)O
hxan,FDGQSTZJBFJUBT-UHFFFAOYSA-N,C1=NC2=C(N1)C(=O)N=CN2
14glucan,,noinchikey
3hoctACP,,noinchikey
hdeACP,,noinchikey
dscl,OQIIYZQTTMKFAU-ZNLOQLQNSA-G,CC1(C(C2=CC3=C(C(=C(N3)CC4=C(C(=C(N4)C=C5C(C(C(=N5)C=C1[NH2+]2)CCC(=O)[O-])(C)CC(=O)[O-])CC(=O)[O-])CCC(=O)[O-])CCC(=O)[O-])CC(=O)[O-])CCC(=O)[O-])CC(=O)[O-]
13ppd,YPFDHNVEDLHUCE-UHFFFAOYSA-N,C(CO)CO
tag6p__D,BGWGXPAPYGQALX-OEXCPVAWSA-L,C(C1C(C(C(O1)(CO)O)O)O)OP(=O)([O-])[O-]
lald__L,BSABBBMNWQWLLU-VKHMYHEASA-N,CC(C=O)O
3php,LFLUCDOSQPJJBE-UHFFFAOYSA-K,C(C(=O)C(=O)[O-])OP(=O)([O-])[O-]
maltpt,FTNIPWXXIGNQQF-DWTFCAFKSA-N,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)O)CO)CO)CO)CO)O)O)O)O
sel,QYHFIVBSNOWOCQ-UHFFFAOYSA-L,[O-][Se](=O)(=O)[O-]
chtbs6p,KYKNQNQCPWDNAK-CBTAGEKQSA-L,CC(=O)NC1C(C(C(OC1O)CO)OC2C(C(C(C(O2)COP(=O)([O-])[O-])O)O)NC(=O)C)O
oxalcoa,QVXMZFTWJVBUHP-IBOSZNHHSA-I,CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)C(=O)[O-])O
glu1sa,MPUUQNGXJSEWTF-BYPYZUCNSA-N,C(CC(=O)O)C(C=O)N
feenter,NGILTSZTOFYVBF-UVJOBNTFSA-H,C1C(C(=O)OCC(C(=O)OCC(C(=O)O1)NC(=O)C2=C(C(=CC=C2)[O-])[O-])NC(=O)C3=C(C(=CC=C3)[O-])[O-])NC(=O)C4=C(C(=CC=C4)[O-])[O-].[Fe+3]
fe2,CWYNVVGOOAEACU-UHFFFAOYSA-N,[Fe+2]
poaac,WQKGFGLGYOHJOG-UPHRSURJSA-N,C(=CN)C(=O)OO
oxptn,VBKPPDYGFUZOAJ-UHFFFAOYSA-M,C(CC=O)CC(=O)[O-]
56dura,OIVLITBTBDPEFK-UHFFFAOYSA-N,C1CNC(=O)NC1=O
op4en,NOXRYJAWRSNUJD-UHFFFAOYSA-M,C=CCC(=O)C(=O)[O-]
1agpe160,YVYMBNSKXOXSKW-HXUWFJFHSA-N,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)O
rbflvrd,SGSVWAYHEWEQET-SCRDCRAPSA-N,CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)CC(C(C(CO)O)O)O
rnam,JLEBZPBDRKPWTD-TURQNECASA-O,C1=CC(=C[N+](=C1)C2C(C(C(O2)CO)O)O)C(=O)N
glx,HHLFWLYXYJOTON-UHFFFAOYSA-M,C(=O)C(=O)[O-]
alpp,,noinchikey
asntrna,,noinchikey
3c3hmp,BITYXLXUCSKTJS-ZETCQYMHSA-L,CC(C)C(CC(=O)[O-])(C(=O)[O-])O
mana,RGHNJXZEOKUKBD-MBMOQRBOSA-M,C(C(C(C(C(C(=O)[O-])O)O)O)O)O
mmcoa__R,MZFOKIKEPGUZEN-AGCMQPJKSA-I,CC(C(=O)[O-])C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
dxyl,IGUZJYCAXLYZEE-RFZPGFLSSA-N,CC(=O)C(C(CO)O)O
23ddhb,INCSWYKICIYAHB-WDSKDSINSA-M,C1=CC(C(C(=C1)C(=O)[O-])O)O
itp,HAEJPQIATWHALX-KQYNXXCUSA-J,C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O
bwcogdp,,noinchikey
dcamp,OFBHPPMPBOJXRT-DPXQIYNJSA-J,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])[O-])O)O)NC(CC(=O)[O-])C(=O)[O-]
lystrna,,noinchikey
prbatp,RKNHJBVBFHDXGR-KEOHHSTQSA-H,C1=NC2=C(N1C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O)N=CN(C2=N)C4C(C(C(O4)COP(=O)([O-])[O-])O)O
u3aga,TZSJGZGYQDNRRX-MPLCHSTDSA-L,CCCCCCCCCCCC(CC(=O)OC1C(C(OC(C1O)CO)OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C)O
3mob,QHKABHOOEWYVLI-UHFFFAOYSA-M,CC(C)C(=O)C(=O)[O-]
micit,HHKPKXCSHMJWCF-WVBDSBKLSA-K,CC(C(CC(=O)[O-])C(=O)[O-])(C(=O)[O-])O
12dgr120,,noinchikey
adocbl,ZIHHMGTYZOSFRC-QRVZQHAISA-N,noinchikey_inpubchem
dcaACP,,noinchikey
glu5sa,KABXUUFDPUOJMW-BYPYZUCNSA-N,C(CC(C(=O)O)N)C=O
prbamp,RTQMRTSPTLIIHM-KEOHHSTQSA-J,C1=NC2=C(N1C3C(C(C(O3)COP(=O)([O-])[O-])O)O)N=CN(C2=N)C4C(C(C(O4)COP(=O)([O-])[O-])O)O
r15bp,AAAFZMYJJHWUPN-TXICZTDVSA-J,C(C1C(C(C(O1)OP(=O)([O-])[O-])O)O)OP(=O)([O-])[O-]
oxa,MUBZPKHOEPUJKR-UHFFFAOYSA-L,C(=O)(C(=O)[O-])[O-]
isetac,SUMDYPCJJOFFON-UHFFFAOYSA-M,C(CS(=O)(=O)[O-])O
glutrna,,noinchikey
meoh,OKKJLVBELUTLKV-UHFFFAOYSA-N,CO
iscu_2fe2s2,,noinchikey
2shchc,QJYRAJSESKVEAE-PSASIEDQSA-L,C1=CC(C(C(=C1)C(=O)CCC(=O)[O-])C(=O)[O-])O
octeACP,,noinchikey
cytd,UHDGCWIWMRVCDJ-XVFCMESISA-N,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O
man6p,NBSCHQHZLSJFNQ-QTVWNMPRSA-L,C(C1C(C(C(C(O1)O)O)O)O)OP(=O)([O-])[O-]
3dhguln,WTAHRPBPWHCMHW-LWKDLAHASA-M,C(C(C(C(=O)C(C(=O)[O-])O)O)O)O
mql8,OIEZRVBFVPGODT-WQWYCSGDSA-N,CC1=C(C2=CC=CC=C2C(=C1CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)O)O
rephaccoa,,noinchikey
trnaphe,,noinchikey
ahcys,ZJUKTBDSGOFHSH-WFMPWKQPSA-N,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N
thym,RWQNBRDOKXIBIV-UHFFFAOYSA-N,CC1=CNC(=O)NC1=O
glyc__R,RBNPOMFGQQGHHO-UWTATZPHSA-M,C(C(C(=O)[O-])O)O
anth,RWZYAGGXGHYGMB-UHFFFAOYSA-M,C1=CC=C(C(=C1)C(=O)[O-])N
2p4c2me,HTJXTKBIUVFUAR-XHIBXCGHSA-J,CC(CO)(C(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O)O)OP(=O)([O-])[O-]
h2o2,MHAJPDPJQMAIIY-UHFFFAOYSA-N,OO
his__L,HNDVDQJCIGZPNO-YFKPBYRVSA-N,C1=C(NC=N1)CC(C(=O)O)N
duri,MXHRCPNRJAMMIM-SHYZEUOFSA-N,C1C(C(OC1N2C=CC(=O)NC2=O)CO)O
3ooctACP,,noinchikey
ametam,ZUNBITIXDCPNSD-LSRJEVITSA-O,C[S+](CCC[NH3+])CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O
acnam,SQVRNKJHWKZAKO-LUWBGTNYSA-M,CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)[O-])O)O
glcn,RGHNJXZEOKUKBD-SQOUGZDYSA-M,C(C(C(C(C(C(=O)[O-])O)O)O)O)O
4c2me,YFAUKWZNPVBCFF-XHIBXCGHSA-L,CC(CO)(C(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O)O)O
3dhq,WVMWZWGZRAXUBK-SYTVJDICSA-M,C1C(C(C(=O)CC1(C(=O)[O-])O)O)O
gdpddman,PNHLMHWWFOPQLK-BKUUWRAGSA-L,CC1C(=O)C(C(C(O1)OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=NC4=C3NC(=NC4=O)N)O)O)O)O
g6p,NBSCHQHZLSJFNQ-GASJEMHNSA-L,C(C1C(C(C(C(O1)O)O)O)O)OP(=O)([O-])[O-]
trnaval,,noinchikey
xylu__D,ZAQJHHRNXZUBTE-WUJLRWPWSA-N,C(C(C(C(=O)CO)O)O)O
fe3hox,,noinchikey
12dgr141,,noinchikey
adphep_LD,KMSFWBYFWSKGGR-DTBZDYEHSA-L,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OC4C(C(C(C(O4)C(CO)O)O)O)O)O)O)N
4hthr,JBNUARFQOCGDRK-GBXIJSLDSA-N,C(C(C(C(=O)O)N)O)O
sucsal,UIUJIQZEACWQSV-UHFFFAOYSA-M,C(CC(=O)[O-])C=O
fadh2,YPZRHBJKEMOYQH-UYBVJOGSSA-L,CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)CC(C(C(COP(=O)([O-])OP(=O)([O-])OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O
ocACP,,noinchikey
pacald,DTUQWGWMVIHBKE-UHFFFAOYSA-N,C1=CC=C(C=C1)CC=O
5caiz,JHLXDWGVSYMXPL-XVFCMESISA-K,C1=C(N(C=N1)C2C(C(C(O2)COP(=O)([O-])[O-])O)O)NC(=O)[O-]
ppbng,QSHWIQZFGQKFMA-UHFFFAOYSA-M,C1=C(C(=C(N1)C[NH3+])CC(=O)[O-])CCC(=O)[O-]
cys__L,XUJNEKJLAYXESH-REOHCLBHSA-N,C(C(C(=O)O)N)S
g3ps,ZWZWYGMENQVNFU-UHNVWZDZSA-M,C(C(COP(=O)([O-])OCC(C(=O)[O-])[NH3+])O)O
acmanap,QDSLHWJDSQGPEE-WCTZXXKLSA-L,CC(=O)NC(C=O)C(C(C(COP(=O)([O-])[O-])O)O)O
23dhacoa,ZFXICKRXPZTFPB-FZHFFJAKSA-I,CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)C=CCCC(=O)[O-])O
lcts,GUBGYTABKSRVRQ-QKKXKWKRSA-N,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O
trnaasn,,noinchikey
ppt,ABLZXFCXXLZCGV-UHFFFAOYSA-L,[O-]P(=O)[O-]
2oph,VUNQJPPPTJIREN-CMAXTTDKSA-N,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCC1=CC=CC=C1O)C)C)C)C)C)C)C)C
glutar,JFCQEDHGNNZCLN-UHFFFAOYSA-L,C(CC(=O)[O-])CC(=O)[O-]
fpram,PMCOGCVKOAOZQM-ZRTZXPPTSA-M,C(C1C(C(C(O1)[NH+]=C(CNC=O)N)O)O)OP(=O)([O-])[O-]
din,VGONTNSXDCQUGY-RRKCRQDMSA-N,C1C(C(OC1N2C=NC3=C2NC=NC3=O)CO)O
glcur1p,AIQDYKMWENWVQJ-QIUUJYRFSA-K,C1(C(C(OC(C1O)OP(=O)([O-])[O-])C(=O)[O-])O)O
tddec2eACP,,noinchikey
1agpg180,HFJVKBVEKQHVTO-XZOQPEGZSA-M,CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(CO)O)O
sarcs,FSYKKLYZXJSNPZ-UHFFFAOYSA-N,CNCC(=O)O
lgt__S,VDYDCVUWILIYQF-CSMHCCOUSA-M,CC(C(=O)SCC(C(=O)NCC(=O)[O-])NC(=O)CCC(C(=O)[O-])[NH3+])O
pi,NBIIXXVUZAFLBC-UHFFFAOYSA-L,OP(=O)([O-])[O-]
3sala,ADVPTQAUNPRNPO-REOHCLBHSA-M,C(C(C(=O)[O-])[NH3+])S(=O)[O-]
2dmmql8,FGYPGICSXJEKCG-AENDIINCSA-N,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCC1=C(C2=CC=CC=C2C(=C1)O)O)C)C)C)C)C)C)C)C
o16a4colipa,KAVZMDKPFMCUGM-QWDGEOHMSA-C,noinchikey_inpubchem
tag1p__D,,noinchikey
ppal,NBBJYMSMWIIQGU-UHFFFAOYSA-N,CCC=O
galct__D,DSLZVSRJTYRBFB-DUHBMQHGSA-L,C(C(C(C(=O)[O-])O)O)(C(C(=O)[O-])O)O
mettrna,,noinchikey
3opalmACP,,noinchikey
5apru,LZEXYCAGPMYXLX-UMMCILCDSA-L,C(C1C(C(C(O1)NC2=C(C(=O)NC(=O)N2)N)O)O)OP(=O)([O-])[O-]
4mop,BKAJNAXTPSGJCU-UHFFFAOYSA-M,CC(C)CC(=O)C(=O)[O-]
tmrs2eACP,,noinchikey
akg,KPGXRSRHYNQIFN-UHFFFAOYSA-L,C(CC(=O)[O-])C(=O)C(=O)[O-]
lac__L,JVTAAEKCZFNVCJ-REOHCLBHSA-M,CC(C(=O)[O-])O
galt1p,GACTWZZMVMUKNG-DPYQTVNSSA-L,C(C(C(C(C(COP(=O)([O-])[O-])O)O)O)O)O
murein4px4p4p,NPJMJVATSCHTAI-UHFFFAOYSA-F,noinchikey_inpubchem
2sephchc,XYCATPIYKOARSZ-OAIFWDMCSA-K,C=C(C(=O)[O-])OC1C=CC(C(C1O)C(=O)[O-])C(=O)CCC(=O)[O-]
tdecoa,,noinchikey
frdp,VWFJDQUYCIWHTN-YFVJMOTDSA-K,CC(=CCCC(=CCCC(=CCOP(=O)([O-])OP(=O)([O-])[O-])C)C)C
rml,QZNPNKJXABGCRC-FUTKDDECSA-N,CC(C(C(C(=O)CO)O)O)O
airs,,noinchikey
acac,WDJHALXBUFZDSR-UHFFFAOYSA-M,CC(=O)CC(=O)[O-]
palmACP,,noinchikey
athtp,FGOYXNBJKMNPDH-SAJUPQAESA-L,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O
enlipidA,,noinchikey
1hdec9eg3p,,noinchikey
ps141,,noinchikey
na1,FKNQFGJONOIPTF-UHFFFAOYSA-N,[Na+]
4mpetz,OCYMERZCMYJQQO-UHFFFAOYSA-L,CC1=C(SC=N1)CCOP(=O)([O-])[O-]
alatrna,,noinchikey
2kmb,SXFSQZDSUWACKX-UHFFFAOYSA-M,CSCCC(=O)C(=O)[O-]
ttdca,,noinchikey
man,WQZGKKKJIJFFOK-QTVWNMPRSA-N,C(C1C(C(C(C(O1)O)O)O)O)O
3odecACP,,noinchikey
orn,AHLPHDHHMVZTML-BYPYZUCNSA-O,C(CC(C(=O)[O-])[NH3+])C[NH3+]
taur,XOAAWQZATWQOTB-UHFFFAOYSA-N,C(CS(=O)(=O)O)N
ocdcea,ZQPPMHVWECSIRJ-KTKRTIGZSA-M,CCCCCCCCC=CCCCCCCCC(=O)[O-]
fc1p,KNYGWWDTPGSEPD-LFRDXLMFSA-L,CC(C(C(C(=O)COP(=O)([O-])[O-])O)O)O
forcoa,SXMOKYXNAPLNCW-GORZOVPNSA-J,CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC=O)O
fald,WSFSSNUMVMOOMR-UHFFFAOYSA-N,C=O
gmeACP,,noinchikey
occoa,KQMZYOXOBSXMII-CECATXLMSA-J,CCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
6pgl,IJOJIVNDFQSGAB-SQOUGZDYSA-L,C(C1C(C(C(C(=O)O1)O)O)O)OP(=O)([O-])[O-]
drib,PDWIQYODPROSQH-PYHARJCCSA-N,C1C(C(OC1O)CO)O
fcl__L,QZNPNKJXABGCRC-LFRDXLMFSA-N,CC(C(C(C(=O)CO)O)O)O
psclys,BFSYFTQDGRDJNV-CDEVMZEPSA-O,C(CC[NH2+]CC(=O)C(C(C(CO)O)O)O)CC(C(=O)[O-])[NH3+]
mococdp,WKSPNQYEWZEMMI-FEFZDOOUSA-K,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])OCC3C(=C(C4C(O3)NC5=C(N4)C(=O)N=C(N5)N)[S-])S)O)O
anhgm3p,ZWZMFRJKRXDGBE-UHFFFAOYSA-L,noinchikey_inpubchem
23ccmp,NMPZCCZXCOMSDQ-XVFCMESISA-M,C1=CN(C(=O)N=C1N)C2C3C(C(O2)CO)OP(=O)(O3)[O-]
cpgn,FQIVLXIUJLOKPL-DWZMLRRXSA-N,CC(=CC(=O)N(CCCC1C(=O)NC(C(=O)N1)CCCN(C(=O)C=C(C)CCOC(=O)C(CCCN(C(=O)C=C(C)CCO)[O-])NC(=O)C)[O-])[O-])CCO.[Fe+3]
g1p,HXXFSFRBOHSIMQ-GASJEMHNSA-L,C(C1C(C(C(C(O1)OP(=O)([O-])[O-])O)O)O)O
murein4px4px4p,,noinchikey
lipa,DIXUKJUHGLIZGU-OIPVZEHTSA-H,CCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(=O)OC1C(C(OC(C1OP(=O)([O-])[O-])COC2(CC(C(C(O2)C(CO)O)O)OC3(CC(C(C(O3)C(CO)O)O)O)C(=O)[O-])C(=O)[O-])OCC4C(C(C(C(O4)OP(=O)([O-])[O-])NC(=O)CC(CCCCCCCCCCC)O)OC(=O)CC(CCCCCCCCCCC)O)O)NC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC
udpgal,HSCJRCZFDFQWRP-ABVWGUQPSA-L,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])OC3C(C(C(C(O3)CO)O)O)O)O)O
ara5p,PPQRONHOSHZGFQ-WDCZJNDASA-L,C(C(C(C(C=O)O)O)O)OP(=O)([O-])[O-]
2h3oppan,QWBAFPFNGRFSFB-UHFFFAOYSA-M,C(=O)C(C(=O)[O-])O
kdo,NNLZBVFSCVTSLA-HXUQBWEZSA-M,C1C(C(C(OC1(C(=O)[O-])O)C(CO)O)O)O
phhlipa,XNYUHCDJIRFEJF-LIOVHSHWSA-G,noinchikey_inpubchem
2ommbl,HDSGDGSLNMIMKU-KFSSTAEESA-N,CC1=C(C(=C(C=C1O)OC)O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C
h2s,RWSOTUBLDIXVET-UHFFFAOYSA-M,[SH-]
colipaOA,,noinchikey
udpglcur,HDYANYHVCAPMJV-LXQIFKJMSA-K,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])OC3C(C(C(C(O3)C(=O)[O-])O)O)O)O)O
tdeACP,,noinchikey
pa181,,noinchikey
34dhpha,CFFZDZCDUFSOFZ-UHFFFAOYSA-M,C1=CC(=C(C=C1CC(=O)[O-])O)O
2tpr3dpcoa,NFWZJXFBUKDGOX-HWCXJHOSSA-H,CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)OC4C(C(C(O4)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O)O)C(C(=O)NCCC(=O)NCCS)O
3hocoa,ATVGTMKWKDUCMS-OTOYJEMWSA-J,CCCCCC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)O
udpacgal,LFTYTUAZOPRMMI-LDDHHVEYSA-L,CC(=O)NC1C(C(C(OC1OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O
nicrnt,JOUIQRNQJGXQDC-ZYUZMQFOSA-L,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])[O-])O)O)C(=O)[O-]
cpg180,ACOSNNHXZDLJJE-UHFFFAOYSA-M,CCCCCCC1CC1CCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(CO)O)OC(=O)CCCCCCCCCC2CC2CCCCCC
uacmamu,DZOGQXKQLXAPND-XHUKORKBSA-K,CC(=O)NC1C(C(C(OC1OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)C(=O)[O-])O)O
lald__D,BSABBBMNWQWLLU-GSVOUGTGSA-N,CC(C=O)O
1agpe120,IZDRGPDUDLWAGR-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)O
glycogen,,noinchikey
hpmeACP,,noinchikey
xan,LRFVTYWOQMYALW-UHFFFAOYSA-N,C1=NC2=C(N1)C(=O)NC(=O)N2
dadp,DAEAPNUQQAICNR-RRKCRQDMSA-K,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)([O-])OP(=O)([O-])[O-])O
trnacys,,noinchikey
lys__L,KDXKERNSBIXSRK-YFKPBYRVSA-O,C(CC[NH3+])CC(C(=O)O)N
ascb6p,KIENGQUGHPTFGC-JLAZNSOCSA-K,C(C(C1C(=C(C(=O)O1)[O-])O)O)OP(=O)([O-])[O-]
tag__D,BJHIKXHVCXFQLS-PQLUHFTBSA-N,C(C(C(C(C(=O)CO)O)O)O)O
o16a3und,MAEXVFVVTLQJBE-BYBSPDODSA-K,noinchikey_inpubchem
2agpg161,,noinchikey
ugmda,IMWOXEZVYQDRDF-MCZXNMLPSA-J,CC(C(=O)NC(CCC(=O)NC(CCCC(C(=O)[O-])[NH3+])C(=O)NC(C)C(=O)NC(C)C(=O)[O-])C(=O)[O-])NC(=O)C(C)OC1C(C(OC(C1O)CO)OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C
tton,KRURGYOKPVLRHQ-UHFFFAOYSA-L,[O-]S(=O)(=O)SS(=O)(=O)[O-]
succoa,VNOYUJKHFWYWIR-ITIYDSSPSA-I,CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)CCC(=O)[O-])O
colipap,,noinchikey
mincyc,DYKFCLLONBREIL-KVUCHLLUSA-N,noinchikey_inpubchem
cyan,LELOWRISYMNNSU-UHFFFAOYSA-N,C#N
nmn,DAYLJWODMCOQEW-TURQNECASA-M,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])[O-])O)O)C(=O)N
2agpg141,,noinchikey
pe181,,noinchikey
ins,UGQMRVRMYYASKQ-KQYNXXCUSA-N,C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)CO)O)O
chor,WTFXTQVDAKGDEY-HTQZYQBOSA-L,C=C(C(=O)[O-])OC1C=C(C=CC1O)C(=O)[O-]
pg180,FVJZSBGHRPJMMA-IOLBBIBUSA-M,CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(CO)O)OC(=O)CCCCCCCCCCCCCCCCC
1odecg3p,LAYXSTYJRSVXIH-HXUWFJFHSA-L,CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])[O-])O
gdpofuc,PNHLMHWWFOPQLK-WAMCPPDZSA-L,CC1C(=O)C(C(C(O1)OP(=O)(O)OP(=O)([O-])OCC2C(C(C(O2)N3C=NC4=C3N=C(N=C4[O-])N)O)O)O)O
hgmeACP,,noinchikey
4r5au,XKQZIXVJVUPORE-RPDRRWSUSA-N,C(C(C(C(CO)O)O)O)NC1=C(C(=O)NC(=O)N1)N
5dglcn,IZSRJDGCGRAUAR-MROZADKFSA-M,C(C(=O)C(C(C(C(=O)[O-])O)O)O)O
2fe2s,,noinchikey
ugmd,QUHLBZKCGUXHGP-AJVQVANPSA-J,CC(C(=O)NC(CCC(=O)NC(CCCC(C(=O)[O-])[NH3+])C(=O)[O-])C(=O)[O-])NC(=O)C(C)OC1C(C(OC(C1O)CO)OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C
apg161,,noinchikey
trnagln,,noinchikey
34dhpac,IADQVXRMSNIUEL-UHFFFAOYSA-N,C1=CC(=C(C=C1CC=O)O)O
s17bp,OKHXOUGRECCASI-SHUUEZRQSA-J,C(C(C(C(C(C(=O)COP(=O)([O-])[O-])O)O)O)O)OP(=O)([O-])[O-]
sucarg,UMOXFSXIFQOWTD-LURJTMIESA-M,C(CC(C(=O)[O-])NC(=O)CCC(=O)[O-])C[NH+]=C(N)N
acon_C,GTZCVFVGUGFEME-IWQZZHSRSA-K,C(C(=CC(=O)[O-])C(=O)[O-])C(=O)[O-]
pyam5p,ZMJGSOSNSPKHNH-UHFFFAOYSA-M,CC1=NC=C(C(=C1O)C[NH3+])COP(=O)([O-])[O-]
thmmp,HZSAJDVWZRBGIF-UHFFFAOYSA-M,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)([O-])[O-]
ps160,KLFKZIQAIPDJCW-GPOMZPHUSA-M,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(C(=O)[O-])[NH3+])OC(=O)CCCCCCCCCCCCCCC
eig3p,HFYBTHCYPKEDQQ-RITPCOANSA-L,C1=C(NC=N1)C(C(COP(=O)([O-])[O-])O)O
