organisms.gene	proteome
511145.b0224	2.05
511145.b2067	2.04
511145.b3047	2.04
511145.b3475	2.04
511145.b1293	2.04
511145.b1297	2.03
511145.b0089	2.03
511145.b0045	2.03
511145.b1697	2.03
511145.b2214	2.02
511145.b2263	2.01
511145.b4485	1.99
511145.b2894	1.99
511145.b1529	1.99
511145.b3930	1.99
511145.b4092	1.98
511145.b0250	1.98
511145.b2014	1.98
511145.b2062	1.98
511145.b3882	1.97
511145.b4030	1.97
511145.b0341	1.97
511145.b2671	1.97
511145.b3587	1.97
511145.b1575	1.96
511145.b3564	1.96
511145.b4622	1.96
511145.b2427	1.96
511145.b1451	1.95
511145.b1644	1.95
511145.b2839	1.94
511145.b4469	1.94
511145.b3663	1.93
511145.b2704	1.93
511145.b2730	1.93
511145.b2556	1.92
511145.b3709	1.92
511145.b0097	1.92
511145.b3128	1.92
511145.b4017	1.92
511145.b3208	1.92
511145.b0155	1.92
511145.b0638	1.91
511145.b1781	1.91
511145.b2174	1.91
511145.b0824	1.91
511145.b0853	1.91
511145.b3009	1.91
511145.b2753	1.91
511145.b1811	1.9
511145.b3350	1.89
511145.b2510	1.89
511145.b1797	1.88
511145.b2636	1.88
511145.b1496	1.88
511145.b0251	1.88
511145.b1751	1.87
511145.b2899	1.87
511145.b0512	1.86
511145.b1653	1.85
511145.b1609	1.85
511145.b2370	1.84
511145.b0794	1.84
511145.b3555	1.84
511145.b2260	1.83
511145.b1242	1.83
511145.b1734	1.83
511145.b2755	1.83
511145.b2738	1.83
511145.b0428	1.82
511145.b2443	1.81
511145.b0496	1.81
511145.b3157	1.81
511145.b1365	1.81
511145.b2873	1.81
511145.b3421	1.81
511145.b2921	1.8
511145.b0464	1.79
511145.b1447	1.79
511145.b4335	1.79
511145.b3266	1.79
511145.b1759	1.78
511145.b1880	1.78
511145.b3899	1.78
511145.b3196	1.78
511145.b0993	1.78
511145.b1465	1.78
511145.b3148	1.78
511145.b0842	1.77
511145.b3747	1.76
511145.b3949	1.75
511145.b2295	1.75
511145.b3601	1.75
511145.b0367	1.74
511145.b0292	1.73
511145.b4380	1.73
511145.b3862	1.73
511145.b2758	1.72
511145.b3562	1.71
511145.b1375	1.71
511145.b0916	1.71
511145.b2013	1.7
511145.b1554	1.69
511145.b2251	1.69
511145.b3715	1.68
511145.b3604	1.68
511145.b3676	1.68
511145.b0543	1.68
511145.b3624	1.67
511145.b0650	1.67
511145.b3022	1.67
511145.b0771	1.67
511145.b1226	1.67
511145.b0233	1.66
511145.b0752	1.66
511145.b1597	1.66
511145.b2783	1.66
511145.b2583	1.66
511145.b1381	1.66
511145.b1486	1.65
511145.b3710	1.65
511145.b4293	1.65
511145.b0697	1.64
511145.b1659	1.64
511145.b0454	1.64
511145.b2070	1.64
511145.b2196	1.64
511145.b4080	1.64
511145.b2449	1.64
511145.b2712	1.64
511145.b1137	1.64
511145.b4063	1.63
511145.b2335	1.63
511145.b1075	1.63
511145.b4364	1.63
511145.b1576	1.62
511145.b4287	1.61
511145.b1628	1.6
511145.b2820	1.6
511145.b4400	1.59
511145.b0869	1.59
511145.b4319	1.59
511145.b1454	1.59
511145.b3260	1.59
511145.b2349	1.58
511145.b1141	1.58
511145.b2395	1.58
511145.b0256	1.58
511145.b1404	1.58
511145.b4284	1.58
511145.b1483	1.58
511145.b3674	1.58
511145.b0129	1.57
511145.b0315	1.57
511145.b2940	1.57
511145.b4313	1.57
511145.b1153	1.56
511145.b0852	1.56
511145.b2458	1.56
511145.b2575	1.55
511145.b3954	1.55
511145.b1588	1.55
511145.b3106	1.54
511145.b4159	1.53
511145.b1317	1.53
511145.b1310	1.52
511145.b3773	1.51
511145.b1398	1.51
511145.b3718	1.5
511145.b3953	1.5
511145.b3422	1.49
511145.b1701	1.49
511145.b2140	1.49
511145.b1434	1.49
511145.b3505	1.49
511145.b1844	1.49
511145.b0259	1.49
511145.b0552	1.49
511145.b0656	1.49
511145.b1331	1.49
511145.b2030	1.49
511145.b2192	1.49
511145.b2982	1.49
511145.b3218	1.49
511145.b3283	1.48
511145.b0270	1.47
511145.b3567	1.47
511145.b0545	1.45
511145.b3323	1.45
511145.b4151	1.45
511145.b2424	1.44
511145.b1022	1.44
511145.b2663	1.43
511145.b0622	1.42
511145.b1559	1.42
511145.b0306	1.42
511145.b0714	1.41
511145.b0311	1.41
511145.b2628	1.41
511145.b0781	1.41
511145.b1544	1.4
511145.b0402	1.4
511145.b2950	1.39
511145.b4297	1.39
511145.b1313	1.39
511145.b1285	1.38
511145.b3667	1.37
511145.b3665	1.37
511145.b1843	1.37
511145.b4620	1.36
511145.b4061	1.36
511145.b3085	1.34
511145.b2126	1.34
511145.b3621	1.34
511145.b2768	1.34
511145.b4101	1.34
511145.b3990	1.33
511145.b1753	1.33
511145.b4062	1.33
511145.b2161	1.33
511145.b0958	1.32
511145.b1632	1.31
511145.b4346	1.31
511145.b0016	1.31
511145.b0582	1.31
511145.b0130	1.31
511145.b0504	1.31
511145.b0210	1.31
511145.b2321	1.3
511145.b1595	1.3
511145.b4114	1.3
511145.b2373	1.3
511145.b2451	1.3
511145.b3872	1.3
511145.b1438	1.3
511145.b0834	1.29
511145.b2868	1.29
511145.b2201	1.28
511145.b3331	1.28
511145.b2121	1.28
511145.b3262	1.28
511145.b4033	1.28
511145.b2280	1.28
511145.b3358	1.27
511145.b3039	1.27
511145.b2385	1.26
511145.b0403	1.26
511145.b4320	1.26
511145.b3584	1.26
511145.b1338	1.26
511145.b0591	1.25
511145.b4399	1.25
511145.b1515	1.25
511145.b1942	1.25
511145.b4455	1.25
511145.b2429	1.25
511145.b0554	1.24
511145.b0815	1.24
511145.b1384	1.23
511145.b0564	1.23
511145.b2152	1.23
511145.b2078	1.23
511145.b2474	1.22
511145.b4120	1.22
511145.b3951	1.21
511145.b0368	1.21
511145.b0700	1.21
511145.b0507	1.2
511145.b0158	1.2
511145.b2380	1.2
511145.b2535	1.19
511145.b0946	1.19
511145.b1660	1.19
511145.b1773	1.18
511145.b0933	1.17
511145.b1655	1.17
511145.b1138	1.16
511145.b2410	1.16
511145.b1385	1.16
511145.b2326	1.16
511145.b3647	1.15
511145.b2633	1.14
511145.b3935	1.14
511145.b3861	1.14
511145.b3086	1.13
511145.b2466	1.12
511145.b3784	1.12
511145.b0036	1.11
511145.b3137	1.11
511145.b4004	1.11
511145.b0836	1.11
511145.b4512	1.11
511145.b2247	1.11
511145.b1039	1.1
511145.b0823	1.1
511145.b4201	1.1
511145.b1833	1.1
511145.b2785	1.09
511145.b2944	1.09
511145.b4084	1.09
511145.b2387	1.09
511145.b0363	1.09
511145.b0498	1.08
511145.b2057	1.08
511145.b2005	1.08
511145.b4095	1.08
511145.b1407	1.07
511145.b2702	1.07
511145.b0211	1.07
511145.b3521	1.07
511145.b0832	1.07
511145.b4301	1.06
511145.b0038	1.06
511145.b1615	1.06
511145.b1501	1.06
511145.b4096	1.06
511145.b2075	1.05
511145.b0286	1.05
511145.b3104	1.04
511145.b0321	1.04
511145.b4128	1.03
511145.b3479	1.03
511145.b2305	1.03
511145.b3532	1.03
511145.b1339	1.03
511145.b0445	1.02
511145.b1080	1.02
511145.b3531	1.02
511145.b2184	1.02
511145.b1526	1.02
511145.b1370	1.01
511145.b3264	1.01
511145.b4012	1.01
511145.b2866	1.0
511145.b0232	1.0
511145.b0107	1.0
511145.b3627	1.0
511145.b0347	0.996
511145.b0281	0.996
511145.b0313	0.996
511145.b0404	0.993
511145.b0262	0.992
511145.b1315	0.987
511145.b2731	0.987
511145.b1387	0.979
511145.b3536	0.976
511145.b2503	0.972
511145.b1394	0.97
511145.b0486	0.97
511145.b1643	0.97
511145.b3589	0.963
511145.b3575	0.961
511145.b2374	0.961
511145.b2197	0.958
511145.b3240	0.957
511145.b1484	0.956
511145.b3712	0.952
511145.b2877	0.947
511145.b1815	0.946
511145.b1360	0.945
511145.b1948	0.944
511145.b4385	0.944
511145.b3014	0.939
511145.b2706	0.926
511145.b0350	0.925
511145.b2119	0.923
511145.b2177	0.922
511145.b1485	0.919
511145.b3402	0.917
511145.b4466	0.916
511145.b2719	0.912
511145.b3483	0.905
511145.b0020	0.899
511145.b0037	0.898
511145.b4463	0.896
511145.b4555	0.895
511145.b2570	0.892
511145.b0303	0.891
511145.b1337	0.891
511145.b2975	0.887
511145.b2378	0.886
511145.b3881	0.886
511145.b1466	0.886
511145.b0366	0.884
511145.b3023	0.869
511145.b2037	0.867
511145.b2045	0.865
511145.b2800	0.864
511145.b4188	0.86
511145.b0942	0.859
511145.b1755	0.852
511145.b3989	0.849
511145.b0294	0.845
511145.b2110	0.845
511145.b2399	0.835
511145.b2506	0.833
511145.b0808	0.832
511145.b3136	0.83
511145.b1733	0.823
511145.b1878	0.816
511145.b1906	0.813
511145.b1041	0.807
511145.b1974	0.801
511145.b2043	0.801
511145.b0377	0.8
511145.b2602	0.799
511145.b2832	0.794
511145.b2709	0.791
511145.b1645	0.789
511145.b2757	0.789
511145.b1001	0.785
511145.b0191	0.781
511145.b0320	0.778
511145.b0944	0.778
511145.b0070	0.777
511145.b0252	0.777
511145.b1696	0.776
511145.b2224	0.773
511145.b2603	0.773
511145.b0245	0.764
511145.b2711	0.763
511145.b1491	0.746
511145.b0976	0.745
511145.b0906	0.744
511145.b0535	0.743
511145.b4085	0.735
511145.b1410	0.735
511145.b0940	0.733
511145.b0027	0.732
511145.b2984	0.732
511145.b2887	0.732
511145.b0061	0.731
511145.b2008	0.728
511145.b1585	0.726
511145.b3645	0.716
511145.b0531	0.716
511145.b3690	0.711
511145.b2444	0.708
511145.b0457	0.707
511145.b0646	0.707
511145.b4326	0.705
511145.b3144	0.703
511145.b1146	0.701
511145.b2725	0.701
511145.b4133	0.699
511145.b2876	0.696
511145.b3823	0.696
511145.b0837	0.695
511145.b1630	0.695
511145.b3586	0.693
511145.b2350	0.691
511145.b0614	0.683
511145.b3380	0.682
511145.b2886	0.68
511145.b3207	0.679
511145.b2044	0.678
511145.b2933	0.677
511145.b1865	0.676
511145.b2920	0.673
511145.b2128	0.666
511145.b3076	0.664
511145.b3090	0.664
511145.b0517	0.664
511145.b2716	0.663
511145.b3496	0.663
511145.b3654	0.66
511145.b1752	0.659
511145.b2547	0.659
511145.b3720	0.658
511145.b0788	0.656
511145.b0326	0.655
511145.b2088	0.652
511145.b0950	0.652
511145.b1744	0.649
511145.b0576	0.648
511145.b4166	0.647
511145.b1477	0.646
511145.b0323	0.645
511145.b1987	0.644
511145.b2405	0.642
511145.b1573	0.642
511145.b2046	0.64
511145.b3722	0.638
511145.b2307	0.637
511145.b0283	0.637
511145.b0298	0.635
511145.b0373	0.635
511145.b0540	0.635
511145.b1027	0.635
511145.b0602	0.628
511145.b2647	0.628
511145.b4212	0.623
511145.b4225	0.622
511145.b2548	0.622
511145.b0589	0.622
511145.b1556	0.62
511145.b2372	0.62
511145.b2605	0.618
511145.b0060	0.617
511145.b3151	0.617
511145.b0618	0.616
511145.b2179	0.616
511145.b4081	0.603
511145.b2111	0.603
511145.b1972	0.6
511145.b3678	0.6
511145.b3211	0.599
511145.b1408	0.594
511145.b3501	0.59
511145.b0793	0.589
511145.b2120	0.589
511145.b4706	0.588
511145.b2001	0.585
511145.b2801	0.585
511145.b2054	0.584
511145.b1960	0.581
511145.b4306	0.577
511145.b1808	0.574
511145.b2888	0.57
511145.b0546	0.568
511145.b2362	0.567
511145.b3516	0.563
511145.b4357	0.56
511145.b2710	0.56
511145.b3817	0.559
511145.b1386	0.558
511145.b3569	0.558
511145.b3138	0.557
511145.b0152	0.553
511145.b1336	0.552
511145.b1172	0.552
511145.b0583	0.55
511145.b1497	0.548
511145.b3898	0.546
511145.b1139	0.546
511145.b0548	0.545
511145.b3258	0.54
511145.b2971	0.537
511145.b0380	0.535
511145.b0698	0.532
511145.b4318	0.53
511145.b2248	0.527
511145.b2845	0.524
511145.b1212	0.519
511145.b1868	0.517
511145.b3271	0.517
511145.b2923	0.514
511145.b3473	0.512
511145.b2357	0.511
511145.b2361	0.511
511145.b3371	0.503
511145.b2736	0.502
511145.b2565	0.501
511145.b0644	0.497
511145.b3571	0.497
511145.b2992	0.497
511145.b3792	0.496
511145.b1772	0.496
511145.b3457	0.496
511145.b0022	0.494
511145.b1894	0.494
511145.b3444	0.494
511145.b2270	0.494
511145.b2726	0.493
511145.b4118	0.492
511145.b3638	0.489
511145.b0719	0.488
511145.b3878	0.485
511145.b0137	0.483
511145.b1442	0.483
511145.b4566	0.479
511145.b1144	0.479
511145.b0997	0.475
511145.b0301	0.474
511145.b3666	0.471
511145.b3790	0.465
511145.b2549	0.464
511145.b1692	0.464
511145.b1316	0.46
511145.b2739	0.46
511145.b1074	0.459
511145.b2076	0.459
511145.b3886	0.449
511145.b1439	0.448
511145.b0319	0.445
511145.b4032	0.445
511145.b0007	0.444
511145.b1891	0.443
511145.b4470	0.439
511145.b3327	0.438
511145.b0555	0.438
511145.b0845	0.437
511145.b0806	0.436
511145.b3539	0.436
511145.b0689	0.436
511145.b2760	0.431
511145.b2737	0.431
511145.b3383	0.43
511145.b0731	0.429
511145.b4031	0.429
511145.b0340	0.428
511145.b3508	0.428
511145.b2546	0.427
511145.b4299	0.425
511145.b2272	0.425
511145.b0624	0.425
511145.b3691	0.415
511145.b0497	0.415
511145.b1500	0.414
511145.b1428	0.412
511145.b4509	0.412
511145.b3057	0.409
511145.b3478	0.408
511145.b2489	0.407
511145.b3622	0.401
511145.b2715	0.4
511145.b2542	0.398
511145.b3723	0.395
511145.b4086	0.391
511145.b2774	0.39
511145.b0964	0.39
511145.b4210	0.387
511145.b2622	0.383
511145.b0856	0.38
511145.b2631	0.379
511145.b4353	0.378
511145.b4475	0.377
511145.b0213	0.377
511145.b3507	0.374
511145.b1352	0.371
511145.b1907	0.369
511145.b3905	0.367
511145.b0285	0.366
511145.b2966	0.365
511145.b2626	0.355
511145.b0799	0.355
511145.b2223	0.353
511145.b2384	0.351
511145.b0696	0.345
511145.b1546	0.345
511145.b3646	0.344
511145.b2364	0.343
511145.b3227	0.342
511145.b3903	0.341
511145.b2178	0.34
511145.b1213	0.337
511145.b2010	0.336
511145.b1572	0.335
511145.b0358	0.335
511145.b3482	0.335
511145.b1357	0.334
511145.b2360	0.333
511145.b4331	0.332
511145.b0813	0.328
511145.b0896	0.324
511145.b2203	0.323
511145.b2928	0.319
511145.b1121	0.319
511145.b0225	0.317
511145.b2604	0.316
511145.b4329	0.315
511145.b0590	0.309
511145.b4047	0.307
511145.b4340	0.305
511145.b2060	0.304
511145.b1551	0.304
511145.b4267	0.296
511145.b2221	0.296
511145.b1937	0.292
511145.b1373	0.289
511145.b2050	0.289
511145.b4289	0.287
511145.b0777	0.284
511145.b4050	0.284
511145.b2769	0.28
511145.b0398	0.279
511145.b1514	0.278
511145.b2207	0.278
511145.b4315	0.278
511145.b3675	0.277
511145.b1489	0.276
511145.b1476	0.275
511145.b3471	0.272
511145.b0603	0.272
511145.b0305	0.272
511145.b1351	0.27
511145.b4341	0.269
511145.b2491	0.269
511145.b3215	0.267
511145.b0601	0.266
511145.b0505	0.264
511145.b0959	0.264
511145.b3585	0.263
511145.b2365	0.262
511145.b2213	0.26
511145.b3338	0.257
511145.b2158	0.255
511145.b0427	0.253
511145.b1319	0.251
511145.b3080	0.247
511145.b1164	0.246
511145.b1419	0.245
511145.b3110	0.244
511145.b1959	0.243
511145.b4125	0.243
511145.b2354	0.242
511145.b3485	0.242
511145.b1522	0.242
511145.b2627	0.24
511145.b1741	0.24
511145.b3576	0.239
511145.b3334	0.238
511145.b4078	0.238
511145.b2389	0.238
511145.b1025	0.236
511145.b3753	0.234
511145.b2972	0.232
511145.b3468	0.232
511145.b4028	0.231
511145.b1453	0.231
511145.b2788	0.23
511145.b1201	0.228
511145.b3103	0.227
511145.b4532	0.225
511145.b4460	0.223
511145.b2759	0.223
511145.b1196	0.222
511145.b1504	0.221
511145.b3593	0.221
511145.b3060	0.22
511145.b2771	0.22
511145.b3477	0.219
511145.b2292	0.219
511145.b0433	0.218
511145.b3159	0.218
511145.b2200	0.215
511145.b2164	0.213
511145.b1168	0.21
511145.b3366	0.21
511145.b1181	0.209
511145.b3382	0.208
511145.b3367	0.207
511145.b0040	0.206
511145.b3142	0.205
511145.b3909	0.205
511145.b0339	0.203
511145.b2841	0.201
511145.b1309	0.2
511145.b2446	0.197
511145.b2072	0.197
511145.b0364	0.196
511145.b1011	0.195
511145.b4102	0.195
511145.b1254	0.194
511145.b1790	0.193
511145.b3121	0.193
511145.b1085	0.193
511145.b2336	0.191
511145.b0466	0.191
511145.b4294	0.191
511145.b2459	0.188
511145.b2271	0.188
511145.b4334	0.187
511145.b4082	0.187
511145.b2205	0.186
511145.b3717	0.185
511145.b0509	0.185
511145.b2740	0.185
511145.b0140	0.185
511145.b0787	0.183
511145.b3937	0.182
511145.b3474	0.181
511145.b0267	0.18
511145.b3711	0.18
511145.b1488	0.179
511145.b0613	0.179
511145.b4621	0.176
511145.b2645	0.176
511145.b3269	0.176
511145.b0533	0.175
511145.b3754	0.175
511145.b1312	0.175
511145.b2233	0.175
511145.b2163	0.175
511145.b2544	0.173
511145.b2929	0.173
511145.b0153	0.173
511145.b2469	0.173
511145.b2835	0.172
511145.b2968	0.171
511145.b1601	0.171
511145.b2723	0.17
511145.b4106	0.169
511145.b1758	0.167
511145.b0335	0.163
511145.b3943	0.163
511145.b0117	0.162
511145.b3656	0.162
511145.b2462	0.16
511145.b3214	0.159
511145.b1528	0.158
511145.b1158	0.158
511145.b2682	0.158
511145.b0375	0.156
511145.b0818	0.156
511145.b2219	0.155
511145.b0011	0.155
511145.b4478	0.155
511145.b4288	0.155
511145.b2199	0.154
511145.b3395	0.153
511145.b0704	0.153
511145.b1349	0.152
511145.b4268	0.152
511145.b2851	0.151
511145.b4300	0.15
511145.b3048	0.149
511145.b1862	0.148
511145.b2368	0.148
511145.b3184	0.148
511145.b0265	0.148
511145.b0275	0.148
511145.b4516	0.148
511145.b1873	0.147
511145.b3077	0.146
511145.b0899	0.144
511145.b2056	0.144
511145.b0900	0.144
511145.b2141	0.143
511145.b3013	0.142
511145.b2269	0.141
511145.b3902	0.138
511145.b1023	0.137
511145.b4230	0.137
511145.b1523	0.136
511145.b2990	0.136
511145.b1840	0.135
511145.b3284	0.133
511145.b0293	0.133
511145.b1943	0.131
511145.b1669	0.131
511145.b3411	0.13
511145.b4482	0.13
511145.b4477	0.13
511145.b1553	0.13
511145.b1391	0.13
511145.b0934	0.129
511145.b0254	0.128
511145.b3376	0.128
511145.b3693	0.127
511145.b0013	0.127
511145.b1397	0.125
511145.b3659	0.123
511145.b1161	0.123
511145.b3550	0.122
511145.b0858	0.122
511145.b3890	0.121
511145.b3824	0.121
511145.b2136	0.12
511145.b4522	0.12
511145.b3216	0.117
511145.b2847	0.115
511145.b1672	0.115
511145.b1463	0.114
511145.b3696	0.112
511145.b2991	0.112
511145.b3127	0.111
511145.b1053	0.111
511145.b0937	0.111
511145.b3684	0.11
511145.b4204	0.11
511145.b0135	0.109
511145.b2985	0.108
511145.b1220	0.107
511145.b1355	0.107
511145.b4011	0.107
511145.b2059	0.107
511145.b3188	0.106
511145.b0532	0.105
511145.b2882	0.104
511145.b2485	0.103
511145.b1154	0.102
511145.b2541	0.101
511145.b4176	0.101
511145.b3580	0.1
511145.b4337	0.1
511145.b0629	0.099
511145.b4473	0.099
511145.b2047	0.098
511145.b3374	0.097
511145.b2420	0.097
511145.b1345	0.094
511145.b2986	0.094
511145.b4074	0.094
511145.b3875	0.093
511145.b1081	0.092
511145.b0769	0.092
511145.b1202	0.091
511145.b1798	0.09
511145.b2257	0.089
511145.b1785	0.089
511145.b3520	0.089
511145.b1750	0.088
511145.b3143	0.087
511145.b0264	0.087
511145.b0274	0.087
511145.b2775	0.086
511145.b0682	0.085
511145.b1432	0.085
511145.b2077	0.085
511145.b2298	0.084
511145.b1184	0.082
511145.b3451	0.082
511145.b2407	0.079
511145.b1626	0.077
511145.b3547	0.077
511145.b0442	0.076
511145.b1301	0.076
511145.b3332	0.075
511145.b0461	0.075
511145.b2109	0.075
511145.b0715	0.073
511145.b2058	0.073
511145.b1707	0.073
511145.b0318	0.072
511145.b2761	0.072
511145.b0992	0.072
511145.b3413	0.07
511145.b0986	0.07
511145.b1931	0.069
511145.b0247	0.069
511145.b3849	0.069
511145.b4048	0.069
511145.b3466	0.066
511145.b1821	0.064
511145.b3241	0.063
511145.b2538	0.063
511145.b4132	0.063
511145.b3876	0.063
511145.b0709	0.061
511145.b2073	0.06
511145.b3800	0.06
511145.b2930	0.06
511145.b2130	0.06
511145.b0385	0.059
511145.b3141	0.059
511145.b3249	0.059
511145.b3657	0.059
511145.b2766	0.058
511145.b1742	0.058
511145.b2918	0.058
511145.b1010	0.058
511145.b0280	0.058
511145.b2545	0.057
511145.b4474	0.057
511145.b3173	0.056
511145.b4083	0.055
511145.b3033	0.055
511145.b0316	0.055
511145.b3880	0.052
511145.b1762	0.052
511145.b1156	0.051
511145.b2273	0.051
511145.b2519	0.051
511145.b1036	0.05
511145.b4141	0.049
511145.b4356	0.049
511145.b2332	0.049
511145.b3819	0.048
511145.b3434	0.047
511145.b2534	0.047
511145.b3801	0.047
511145.b2204	0.047
511145.b1674	0.046
511145.b4321	0.046
511145.b4116	0.045
511145.b1396	0.045
511145.b0193	0.045
511145.b2995	0.044
511145.b1951	0.044
511145.b1699	0.042
511145.b1029	0.042
511145.b1791	0.04
511145.b4029	0.04
511145.b2537	0.039
511145.b3793	0.038
511145.b4186	0.038
511145.b2481	0.037
511145.b0396	0.037
511145.b3578	0.036
511145.b1627	0.035
511145.b4366	0.035
511145.b1698	0.032
511145.b0649	0.032
511145.b0253	0.03
511145.b2327	0.03
511145.b0941	0.03
511145.b0718	0.03
511145.b1012	0.028
511145.b2577	0.027
511145.b2686	0.027
511145.b3224	0.027
511145.b3381	0.026
511145.b0909	0.026
511145.b3944	0.026
511145.b1328	0.023
511145.b1289	0.023
511145.b0157	0.022
511145.b4279	0.022
511145.b4572	0.021
511145.b4476	0.02
511145.b2550	0.018
511145.b2732	0.017
511145.b0067	0.012
511145.b1978	0.009
511145.b3561	0.008
511145.b3662	0.008
511145.b2145	0.008
511145.b4249	0.006
511145.b3326	0.006
511145.b3883	0.006
511145.b0234	0.006
511145.b0518	0.005
511145.b0977	0.005
511145.b3267	0.004
511145.b3660	0.003
511145.b2945	0.003
511145.b3119	0.002
511145.b2713	0.001
511145.b0692	0.0008
511145.b1115	0.0003
